quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude
Bourgogne (Sidi Belyout),Appartement,13866.66666666667,Recent,75,33.60074048040539,-7.638284785306223
Bachkou,Appartement,15217.39130434783,Recent,138,33.55452683809185,-7.626661939863834
Mers Sultan,Appartement,14220.18348623853,Recent,109,33.57471165018966,-7.602372159898788
Maarif Extension,Appartement,14606.74157303371,Recent,89,33.57875245167749,-7.642225522490342
Californie,Appartement,15000.0,Recent,130,33.53123798276041,-7.596773430205308
Ferme Bretonne,Appartement,19444.44444444445,Recent,72,33.56381196416999,-7.645361457546278
Beausejour,Appartement,11119.40298507463,Recent,134,33.56692964793935,-7.650085491163026
Californie,Appartement,16530.61224489796,Recent,98,33.52979737244686,-7.615264241202411
Bourgogne (Sidi Belyout),Appartement,12903.22580645161,Recent,155,33.59849945094282,-7.635972005670052
Ain Sebaa,Appartement,9852.917525773197,Recent,97,33.61465880494193,-7.536527030085068
Hopitaux,Appartement,13703.7037037037,Recent,135,33.57048199182051,-7.614751821519278
Ain Sebaa,Appartement,11250.0,Recent,88,33.60688530196043,-7.546078131783919
Bourgogne (Anfa),Appartement,13068.18181818182,Recent,88,33.59864499218988,-7.643326512322072
Sidi Bernoussi,Appartement,7812.5,Recent,96,33.62099363019878,-7.47718181825565
Racine,Appartement,17441.86046511628,Recent,258,33.58954419260105,-7.64212394947097
Californie,Appartement,11884.05797101449,Recent,69,33.53438692153377,-7.605849676211593
Racine,Appartement,15723.27044025157,Recent,159,33.58917345421422,-7.639287190491604
Burger,Appartement,16391.75257731959,Recent,97,33.57518764678206,-7.642202825403503
Maarif Extension,Appartement,16796.875,Recent,128,33.57869631859854,-7.64229551513211
Gauthier,Appartement,14880.95238095238,Recent,84,33.5933940515247,-7.633431127584265
Oulfa,Appartement,9243.697478991597,Recent,119,33.53964380820594,-7.685271913326974
La Gironde,Appartement,10937.5,Recent,128,33.58346188894618,-7.602004498877534
Ain Sebaa,Appartement,10721.64948453608,Recent,97,33.60568403423804,-7.532278742873006
Bourgogne (Anfa),Appartement,17642.85714285714,Recent,140,33.5969308675744,-7.643305280226521
Palmier (Maarif),Appartement,9009.009009009009,Recent,111,33.57935344190565,-7.628398665579665
Sidi Moumen,Appartement,9027.777777777776,Recent,72,33.59439511080382,-7.506701721590717
Belvedere (Roches Noires),Appartement,12032.52032520325,Recent,123,33.58560530036936,-7.596598778780103
Bourgogne (Sidi Belyout),Appartement,14159.29203539823,Recent,113,33.60485900422439,-7.632580297372021
Racine,Appartement,21351.35135135135,Recent,185,33.59001479957228,-7.637819066337594
Gauthier,Appartement,17857.14285714286,Recent,224,33.59021661751731,-7.629832082031355
La Gironde,Appartement,11637.93103448276,Recent,116,33.5786962297916,-7.594275767139989
Derb Ghalef,Appartement,12831.85840707965,Recent,113,33.57198602486645,-7.63138600569157
Hopitaux,Appartement,12184.87394957983,Recent,119,33.57462250657311,-7.617594778572054
Gauthier,Appartement,22448.97959183673,Recent,98,33.59035566380474,-7.631298778486999
Bachkou,Appartement,15596.33027522936,Recent,109,33.55444967682683,-7.632052568489939
Roches Noires,Appartement,9805.825242718449,Recent,103,33.59944396640896,-7.579510422884353
Derb Omar,Appartement,9659.66386554622,Recent,119,33.59008623365273,-7.608437021494121
Val Fleury,Appartement,11794.87179487179,Recent,117,33.57369891634026,-7.636526799472723
Bourgogne (Anfa),Appartement,12871.28712871287,Recent,101,33.59518416321474,-7.64070641222246
Hopitaux,Appartement,16637.16814159292,Recent,113,33.57463865328091,-7.614831965259606
Mers Sultan,Appartement,11612.90322580645,Recent,155,33.57744816575831,-7.5991075307529
Bourgogne (Anfa),Appartement,12080.53691275168,Recent,149,33.59668163755646,-7.647713325247065
Ferme Bretonne,Appartement,16250.0,Recent,120,33.56569521688478,-7.646644727091576
Mandarouna,Appartement,12121.21212121212,Recent,198,33.52987270668097,-7.617901274218109
Maarif Extension,Appartement,9889.50276243094,Recent,181,33.57488588793801,-7.643367628707694
Triangle d'Or,Appartement,22580.64516129032,Recent,155,33.58592180584473,-7.639815552942531
Mers Sultan,Appartement,14000.0,Recent,130,33.57278515347946,-7.612982755263498
Californie,Appartement,13756.61375661376,Recent,189,33.54521218025993,-7.61612390129458
Racine,Appartement,20370.37037037037,Recent,108,33.58933674020091,-7.636384269634503
Mandarouna,Appartement,14545.45454545455,Recent,99,33.52982074090427,-7.616219210014106
Mandarouna,Appartement,14893.6170212766,Recent,141,33.52907092416233,-7.616557500026398
Californie,Appartement,14895.10489510489,Recent,143,33.52932152393853,-7.61790407281583
Hopitaux,Appartement,14150.94339622642,Recent,106,33.58136868655568,-7.615784962641961
Hopitaux,Appartement,15538.92215568862,Recent,167,33.57501122557618,-7.625066303181215
Bachkou,Appartement,15656.56565656566,Recent,99,33.56011197698211,-7.626703405982248
Palmier (Maarif),Appartement,17687.45812807882,Recent,203,33.58178484355997,-7.625056226530136
Triangle d'Or,Appartement,17326.73267326733,Recent,202,33.59308261001971,-7.639334414222262
Belvedere (Roches Noires),Appartement,10935.48387096774,Recent,155,33.59065727360902,-7.598627175729201
Beausejour,Appartement,16279.06976744186,Recent,86,33.56969432256258,-7.649794102758368
Les Princesses,Appartement,16666.66666666667,Recent,168,33.57339331040838,-7.64113181967162
Belvedere (Roches Noires),Appartement,12448.97959183673,Recent,98,33.59748781845946,-7.587545366554651
Racine,Appartement,20588.23529411765,Recent,170,33.59294210568943,-7.636909040146241
Hopitaux,Appartement,12969.1011235955,Recent,178,33.58306767948623,-7.628552272647176
Mers Sultan,Appartement,11125.0,Recent,80,33.57574410547063,-7.59965607004279
Ibn Tachfine,Appartement,9726.027397260274,Recent,73,33.58489304029858,-7.593351225204453
Val Fleury,Appartement,14556.86274509804,Recent,102,33.57419525887712,-7.636733887954731
Ain Diab,Appartement,14349.77578475336,Recent,223,33.58814657808227,-7.681959176498021
Val Fleury,Appartement,14634.14634146341,Recent,123,33.57364134531912,-7.637228604572265
Laymoune,Appartement,10909.09090909091,Recent,77,33.53884364383906,-7.673784581882815
Lekrimat,Appartement,12823.52941176471,Recent,170,33.54674557949335,-7.603572512682093
Ain Sebaa,Appartement,12087.91208791209,Recent,91,33.60924612391285,-7.532745462525867
Hopitaux,Appartement,13735.63218390805,Recent,174,33.58035558765376,-7.623819821299411
Bachkou,Appartement,16226.41509433962,Recent,106,33.55475663853212,-7.630901599180722
Mers Sultan,Appartement,13013.69863013699,Recent,146,33.57292816600745,-7.61115152979611
Les Princesses,Appartement,14458.82352941176,Recent,85,33.57660906028723,-7.651117475089225
Hopitaux,Appartement,12765.95744680851,Recent,141,33.57432018096397,-7.616601808472389
Hopitaux,Appartement,12712.76595744681,Recent,94,33.57055273257376,-7.625108632411627
Oulfa,Appartement,10530.30303030303,Recent,66,33.55119869782702,-7.695899709467077
Californie,Appartement,18918.91891891892,Recent,111,33.52505329446078,-7.603955352398093
Belvedere (Roches Noires),Appartement,12244.73684210526,Recent,114,33.58685058464203,-7.598800689726466
Oulfa,Appartement,9923.664122137405,Recent,131,33.56312206440691,-7.674873232904813
Hopitaux,Appartement,14897.95918367347,Recent,245,33.57379167646036,-7.626775947805794
Maarif,Appartement,18374.55830388693,Recent,283,33.58647906800301,-7.637325445035224
Gauthier,Appartement,17896.55172413793,Recent,145,33.58653614346789,-7.631635212840244
Maarif Extension,Appartement,12621.35922330097,Recent,206,33.5693407235055,-7.644864432942941
Ain Sebaa,Appartement,12500.0,Recent,85,33.60017299356164,-7.574199712226009
Bourgogne (Anfa),Appartement,15573.77049180328,Recent,122,33.6003027061324,-7.640265782346502
Maarif,Appartement,14230.76923076923,Recent,130,33.58230232623241,-7.634549503054386
Hopitaux,Appartement,15036.49635036496,Recent,137,33.57118762976081,-7.620534842880065
Beausejour,Appartement,11000.0,Recent,89,33.56700451631337,-7.650126738989043
Oasis,Appartement,19090.90909090909,Recent,110,33.559169196939,-7.632742202850624
Sidi Moumen,Appartement,8387.09677419355,Recent,62,33.5818741138045,-7.524594156399623
Oulfa,Appartement,17500.0,Recent,60,33.54842458723337,-7.678510369313445
Mers Sultan,Appartement,15056.81818181818,Recent,176,33.57216779996337,-7.61039538720755
La Gironde,Appartement,12626.26262626263,Recent,198,33.58377405476536,-7.601377063691943
Hopitaux,Appartement,15948.27586206897,Recent,116,33.58003022127757,-7.618111998158101
Bachkou,Appartement,15714.28571428571,Recent,140,33.55245218334947,-7.628812648522328
Ferme Bretonne,Appartement,18014.70588235294,Recent,136,33.5549042212899,-7.646370442824532
Maarif Extension,Appartement,12017.24137931034,Recent,116,33.57956063390894,-7.643918098369451
Racine,Appartement,11637.93103448276,Recent,232,33.5870737192006,-7.638392476617486
Beausejour,Appartement,12631.57894736842,Recent,95,33.56758541402213,-7.652787945632347
Burger,Appartement,9466.019417475727,Recent,206,33.57050299085877,-7.64636721284725
Californie,Appartement,16528.92561983471,Recent,121,33.52823736971295,-7.610738806231183
Maarif Extension,Appartement,13000.0,Recent,165,33.57327195293157,-7.640691060520786
Ain Sebaa,Appartement,13333.33333333333,Recent,90,33.59981683185775,-7.534554072935684
Sidi Maarouf,Appartement,14285.71428571429,Recent,84,33.51932558664068,-7.653888254303546
Bourgogne (Sidi Belyout),Appartement,12671.75572519084,Recent,131,33.60638513117221,-7.628164626929946
Californie,Appartement,14015.01324503311,Recent,151,33.54260020583857,-7.614019034706273
Racine,Appartement,22222.22222222222,Recent,117,33.58882036505673,-7.644729281531856
Ferme Bretonne,Appartement,14493.9872611465,Recent,157,33.55448647598727,-7.647072933655374
Californie,Appartement,15200.0,Recent,125,33.52987676004431,-7.611989469219651
Ibn Tachfine,Appartement,12209.3023255814,Recent,86,33.58560888496377,-7.592390554089257
Hopitaux,Appartement,12698.4126984127,Recent,126,33.57299180183334,-7.617866017124205
Ain Sebaa,Appartement,1500.0,Recent,300,33.57403736566251,-7.590783601785773
Maarif,Appartement,13580.24691358025,Recent,81,33.58615244186063,-7.633661928696349
Racine,Appartement,16666.66666666667,Recent,138,33.59171804423075,-7.640605342551904
Bourgogne (Sidi Belyout),Appartement,13756.61375661376,Recent,189,33.59730615434756,-7.636210717350187
Val Fleury,Appartement,13829.78723404255,Recent,188,33.57291065788778,-7.636720542550703
Californie,Appartement,13526.57004830918,Recent,207,33.53825933861508,-7.628284506294035
Ferme Bretonne,Appartement,18396.22641509434,Recent,106,33.56178308149795,-7.646702076894473
Maarif,Appartement,15945.94594594595,Recent,74,33.58239882060104,-7.634749940419249
Maarif,Appartement,13294.79768786127,Recent,173,33.58272335482656,-7.632872000758824
Triangle d'Or,Appartement,17180.61674008811,Recent,227,33.59105965474117,-7.640331647329552
La Gironde,Appartement,13385.62352941177,Recent,85,33.58199435452283,-7.595545707998604
Ain Sebaa,Appartement,9852.917525773197,Recent,97,33.61219190024106,-7.534639037087858
Triangle d'Or,Appartement,24803.68098159509,Recent,163,33.587849797539,-7.639313934039493
Triangle d'Or,Appartement,26000.0,Recent,125,33.58739288339805,-7.638576815124092
Bachkou,Appartement,15170.37373737374,Recent,99,33.55928731600373,-7.62641113924044
Oulfa,Appartement,7173.913043478261,Recent,92,33.55650688702314,-7.701888513449312
Bourgogne (Sidi Belyout),Appartement,13793.10344827586,Recent,145,33.59827832801918,-7.63213770513635
La Gironde,Appartement,10714.28571428571,Recent,84,33.58551330024255,-7.607467001105536
Hopitaux,Appartement,13888.88888888889,Recent,90,33.57248442337198,-7.617007632632626
Derb Ghalef,Appartement,12500.0,Recent,124,33.56950825068035,-7.626909451108404
Plateau,Appartement,12825.8064516129,Recent,155,33.57583458784309,-7.635827296420541
Burger,Appartement,13414.63414634146,Recent,164,33.57090891900467,-7.647389032645286
Belvedere (Roches Noires),Appartement,8018.867924528302,Recent,212,33.59203553928803,-7.601455481907024
Mandarouna,Appartement,12500.0,Recent,88,33.5307306964041,-7.61409122174099
Bourgogne (Sidi Belyout),Appartement,16666.66666666667,Recent,126,33.59562544789486,-7.630369346302512
Racine,Appartement,17112.29946524064,Recent,187,33.59541066348468,-7.65236284951828
Gauthier,Appartement,18390.80459770115,Recent,174,33.59013937941346,-7.634298615666389
Liberte,Appartement,13366.33663366337,Recent,101,33.58322557327164,-7.613288303243696
Bourgogne (Anfa),Appartement,14000.0,Recent,100,33.60122123613525,-7.642372911167906
Beausejour,Appartement,13238.09523809524,Recent,105,33.56642676475355,-7.647734299593935
La Gironde,Appartement,10112.3595505618,Recent,89,33.58898452004121,-7.60196385670317
Hopitaux,Appartement,12626.26262626263,Recent,198,33.56948713675144,-7.623631056458145
Oulfa,Appartement,12605.04201680672,Recent,119,33.55937926532474,-7.675343684941326
Les Princesses,Appartement,13986.01398601399,Recent,143,33.58070906302669,-7.646381854415585
Sidi Maarouf,Appartement,10084.03361344538,Recent,119,33.51591093320152,-7.656926108618885
Burger,Appartement,10370.37037037037,Recent,135,33.56931580996145,-7.644254469381707
Maarif,Appartement,22972.97297297297,Recent,148,33.58673657883925,-7.6449912855716
Mers Sultan,Appartement,11438.84892086331,Recent,139,33.57478344079778,-7.612942761607328
Californie,Appartement,14869.88847583643,Recent,269,33.52671114306531,-7.611925745679039
Roches Noires,Appartement,10000.0,Recent,103,33.60092366756857,-7.585422925386069
Maarif,Appartement,16956.52173913044,Recent,230,33.58618175181678,-7.64743709661392
Plateau,Appartement,13636.36363636364,Recent,121,33.5658426014671,-7.627842175356519
Gauthier,Appartement,19277.10843373494,Recent,249,33.59051660264507,-7.631906130368412
Hopitaux,Appartement,13524.59016393443,Recent,122,33.57425782259585,-7.625016014792349
Oulfa,Appartement,9615.384615384615,Recent,52,33.5551752108797,-7.671593629061625
Racine,Appartement,23600.0,Recent,125,33.59061666820719,-7.641004950949662
Maarif Extension,Appartement,12417.21854304636,Recent,302,33.5843252466339,-7.646309821680259
Liberte,Appartement,12359.55056179775,Recent,89,33.58606915620411,-7.612453507444091
Roches Noires,Appartement,8914.728682170542,Recent,129,33.59793135399666,-7.582857888289322
Bourgogne (Sidi Belyout),Appartement,11682.24299065421,Recent,214,33.59735073857925,-7.636768262330843
Belvedere (Roches Noires),Appartement,6976.744186046511,Recent,129,33.59527253238839,-7.590826827940206
Les Princesses,Appartement,14728.68217054264,Recent,129,33.57550475017366,-7.646735459013367
Triangle d'Or,Appartement,16857.14285714286,Recent,175,33.58714650950036,-7.638434487619501
Derb Omar,Appartement,12800.0,Recent,125,33.58520385033609,-7.607466733622982
Liberte,Appartement,10952.38095238095,Recent,105,33.58519982577182,-7.612005578758178
Les Princesses,Appartement,13607.69230769231,Recent,130,33.57742239119578,-7.646524628713466
Gauthier,Appartement,17142.85714285714,Recent,175,33.58932759329427,-7.628168043917788
Plateau,Appartement,11382.11382113821,Recent,123,33.56861419175203,-7.626557311792361
Les Princesses,Appartement,12500.0,Recent,92,33.57412478227394,-7.648926884596938
Sidi Bernoussi,Appartement,11153.84615384615,Recent,104,33.60661490703119,-7.507565347029014
Racine,Appartement,13309.35251798561,Recent,139,33.59535463171363,-7.652495053288505
La Gironde,Appartement,12030.07518796993,Recent,133,33.58623797327864,-7.603449342356317
Bourgogne (Sidi Belyout),Appartement,20800.0,Recent,125,33.59184762354984,-7.636149816550638
Beausejour,Appartement,14957.26495726496,Recent,234,33.56687735331814,-7.654728128284635
Hopitaux,Appartement,15625.0,Recent,128,33.57602273259167,-7.618069087415793
Ibn Tachfine,Appartement,13864.1975308642,Recent,81,33.58471990351001,-7.594335495986523
Lekrimat,Appartement,15000.0,Recent,114,33.54371033090627,-7.614237906569408
Triangle d'Or,Appartement,17391.30434782609,Recent,161,33.58995689836144,-7.635943259714923
La Gironde,Appartement,8403.361344537816,Recent,119,33.58621237838661,-7.60329513555846
Lekrimat,Appartement,15340.90909090909,Recent,88,33.53687164798728,-7.614004984255076
Hopitaux,Appartement,12058.82352941176,Recent,170,33.57276098063615,-7.625230893448917
Nassim,Appartement,11394.23076923077,Recent,104,33.5251133172198,-7.657953423767291
Belvedere (Roches Noires),Appartement,14795.91836734694,Recent,98,33.59374305112482,-7.601075442540813
Burger,Appartement,9687.5,Recent,320,33.57162380204058,-7.643623208614616
Racine,Appartement,17771.0843373494,Recent,166,33.592179054693,-7.642359651712527
Mers Sultan,Appartement,9345.794392523365,Recent,214,33.57934566074577,-7.614639597812638
Triangle d'Or,Appartement,20000.0,Recent,170,33.58903664129245,-7.636532380124585
Roches Noires,Appartement,10666.66666666667,Recent,165,33.59847351332255,-7.583087700187549
Roches Noires,Appartement,9375.0,Recent,144,33.60247767736108,-7.583520857442288
Maarif Extension,Appartement,15859.03083700441,Recent,227,33.58577273404237,-7.64502406703951
Bachkou,Appartement,12411.3475177305,Recent,141,33.55425436338614,-7.627053896288908
Burger,Appartement,10000.0,Recent,110,33.57156811090354,-7.644115741579069
Maarif Extension,Appartement,10463.5761589404,Recent,151,33.57906938344482,-7.641395559154803
Hopitaux,Appartement,10650.8875739645,Recent,169,33.56642915740466,-7.624972693307916
Hopitaux,Appartement,12000.0,Recent,125,33.57201585532584,-7.616768900753904
Mandarouna,Appartement,10729.16666666667,Recent,96,33.53091626223161,-7.610891799803905
Triangle d'Or,Appartement,14156.6265060241,Recent,166,33.59080396150339,-7.63459646752828
Ferme Bretonne,Appartement,17699.11504424779,Recent,113,33.56473590852677,-7.646820193432216
Mers Sultan,Appartement,9920.63492063492,Recent,126,33.57536325411792,-7.61496920185081
Hopitaux,Appartement,9134.615384615385,Recent,208,33.58098659250644,-7.614642461752992
Derb Omar,Appartement,7812.5,Recent,128,33.5906328601349,-7.609160137717799
Les Princesses,Appartement,25438.59649122807,Recent,114,33.57857504555916,-7.649030742491345
Bourgogne (Anfa),Appartement,21839.08045977011,Recent,87,33.59489230262347,-7.639082696745983
Les Princesses,Appartement,18571.42857142857,Recent,105,33.5775735043057,-7.64688739198342
Bourgogne (Anfa),Appartement,17346.9387755102,Recent,98,33.59321896265919,-7.643888441379506
Gauthier,Appartement,13580.24691358025,Recent,162,33.58991731683341,-7.631460932321578
Mandarouna,Appartement,14083.33333333333,Recent,120,33.52841109853901,-7.611299594367947
Oasis,Appartement,16379.31034482759,Recent,116,33.55498419723993,-7.632325395066012
Derb Ghalef,Appartement,12091.50326797386,Recent,153,33.57090188351946,-7.627724618978048
Liberte,Appartement,8904.109589041096,Recent,146,33.58802057561108,-7.613719031763715
Bourgogne (Anfa),Appartement,17910.44776119403,Recent,134,33.60321945460883,-7.646051063960584
Palmier (Maarif),Appartement,14887.6404494382,Recent,178,33.57885884157058,-7.628737772121057
Mers Sultan,Appartement,11764.70588235294,Recent,119,33.58526604223187,-7.6070949810727
Les Princesses,Appartement,19834.71074380165,Recent,121,33.57871628072884,-7.64685540370134
Hopitaux,Appartement,10319.18918918919,Recent,111,33.57329629811643,-7.625087612123346
Beausejour,Appartement,12019.23076923077,Recent,208,33.57149812189365,-7.648030962816854
Sidi Maarouf,Appartement,8695.652173913044,Recent,115,33.51098903623507,-7.651829406247598
Bachkou,Appartement,19387.75510204082,Recent,98,33.55642064503855,-7.625390404650679
Oasis,Appartement,10691.82389937107,Recent,159,33.5575664664151,-7.636938384729145
Maarif Extension,Appartement,11417.32283464567,Recent,254,33.58641155662976,-7.646876465778687
Maarif Extension,Appartement,12500.0,Recent,120,33.57860472183289,-7.643189446794028
Nassim,Appartement,11304.34782608696,Recent,69,33.51657789920062,-7.658342804896604
Belvedere (Roches Noires),Appartement,10546.875,Recent,128,33.59377353163491,-7.597767067258989
Beausejour,Appartement,9296.875,Recent,128,33.56864434397911,-7.650010660583405
Derb Ghalef,Appartement,11574.07407407407,Recent,108,33.57442055959211,-7.626383965416974
Beausejour,Appartement,13053.33333333333,Recent,87,33.56746109104254,-7.649335290894078
Sidi Bernoussi,Appartement,8373.493975903615,Recent,83,33.61742855671141,-7.499119248083086
Belvedere (Roches Noires),Appartement,11403.50877192982,Recent,114,33.59386289329517,-7.599679564381536
Gauthier,Appartement,13859.64912280702,Recent,285,33.59143347873254,-7.632334557803981
Derb Omar,Appartement,12000.0,Recent,119,33.59111690881546,-7.610053523351509
Racine,Appartement,17977.52808988764,Recent,178,33.58790834717198,-7.643020576452253
Sidi Moumen,Appartement,7986.111111111111,Recent,72,33.58406794493,-7.477853372286773
Ain Diab,Appartement,31623.93162393162,Recent,117,33.59752651774486,-7.66462492114799
Derb Omar,Appartement,17391.30434782609,Recent,115,33.58839935280042,-7.60986984653657
Hopitaux,Appartement,13709.67741935484,Recent,186,33.57421925671186,-7.625347686720271
Belvedere (Roches Noires),Appartement,12075.47169811321,Recent,106,33.59572088248303,-7.592442333584913
Derb Omar,Appartement,11500.0,Recent,165,33.58858596106825,-7.608567647605328
Derb Omar,Appartement,12500.0,Recent,126,33.58986683672634,-7.607835113646336
Nassim,Appartement,9259.25925925926,Recent,108,33.51895309953788,-7.666189820890105
Burger,Appartement,11502.34741784038,Recent,213,33.57364447340054,-7.641547668611112
Bourgogne (Anfa),Appartement,11191.98295454545,Recent,176,33.59469799687515,-7.640895917410524
Bourgogne (Anfa),Appartement,10920.03571428571,Recent,140,33.59515522059528,-7.641979872947965
Bourgogne (Anfa),Appartement,11249.66477272727,Recent,176,33.59630298361013,-7.641501649155376
Bourgogne (Anfa),Appartement,11475.56716417911,Recent,134,33.59426245262418,-7.641047148725385
Derb Omar,Appartement,12500.0,Recent,128,33.58870380214821,-7.608299984018121
Derb Omar,Appartement,12000.0,Recent,123,33.59000868732294,-7.608351405529369
Derb Omar,Appartement,12200.0,Recent,130,33.59036169828363,-7.609841554110914
Maarif Extension,Appartement,17374.51737451737,Recent,259,33.58490670803582,-7.645311061495354
Belvedere (Roches Noires),Appartement,8500.0,Recent,124,33.5962874820835,-7.590906747563354
Nassim,Appartement,6333.333333333333,Recent,150,33.51466213463925,-7.670598248505955
Plateau,Appartement,11538.46153846154,Recent,234,33.57478514216553,-7.634931856116708
Les Princesses,Appartement,16666.66666666667,Recent,198,33.57628500615335,-7.646456379230478
Cil,Appartement,17375.88652482269,Recent,141,33.56808146585301,-7.655646737189397
Belvedere (Roches Noires),Appartement,7476.635514018692,Recent,214,33.58967316371857,-7.599895291544078
Ibn Tachfine,Appartement,12887.93103448276,Recent,116,33.58549754994773,-7.591149053621871
Sidi Maarouf,Appartement,12769.23076923077,Recent,65,33.51607512524991,-7.659564641439738
Hopitaux,Appartement,15454.54545454545,Recent,110,33.577876113934,-7.623511568886894
Maarif Extension,Appartement,17821.78217821782,Recent,101,33.57817118540808,-7.638045305533933
Gauthier,Appartement,15517.24137931034,Recent,145,33.59216996798855,-7.632992471346085
Hopitaux,Appartement,15432.0987654321,Recent,162,33.57159205444517,-7.617270509036032
Beausejour,Appartement,16800.0,Recent,125,33.57213402764287,-7.648693537873241
Gauthier,Appartement,13664.59627329193,Recent,322,33.58689472774477,-7.629234187676164
Belvedere (Roches Noires),Appartement,13176.47058823529,Recent,85,33.59345854373482,-7.597387841069466
Ibn Tachfine,Appartement,10882.35294117647,Recent,85,33.58622947032104,-7.591016842406142
Maarif Extension,Appartement,16049.38271604938,Recent,162,33.58164848684266,-7.642604875353061
Hopitaux,Appartement,12727.27272727273,Recent,110,33.58164801646967,-7.614839986153637
Mers Sultan,Appartement,9294.117647058823,Recent,170,33.57586048494562,-7.61291749189346
Maarif Extension,Appartement,16666.66666666667,Recent,75,33.57858203998632,-7.639745879015166
Derb Ghalef,Appartement,11734.69387755102,Recent,98,33.57005034609039,-7.625559120207242
Ibn Tachfine,Appartement,10465.11627906977,Recent,86,33.58546973059055,-7.587888173183362
Plateau,Appartement,11552.34657039711,Recent,277,33.57622066680405,-7.634798995377247
Liberte,Appartement,11000.0,Recent,100,33.58476527857917,-7.61307335872486
Hopitaux,Appartement,12030.07518796993,Recent,133,33.58035492596088,-7.615062760885487
Maarif Extension,Appartement,15063.29113924051,Recent,79,33.57951453320536,-7.640912248788513
Les Princesses,Appartement,12087.91208791209,Recent,91,33.57341210855831,-7.647069228691247
Plateau,Appartement,9638.55421686747,Recent,166,33.56628985100826,-7.630348520053397
Gauthier,Appartement,16279.06976744186,Recent,172,33.59071050310776,-7.634159927743691
Oulfa,Appartement,11759.25925925926,Recent,108,33.55729394189534,-7.673929910764592
La Gironde,Appartement,9259.25925925926,Recent,108,33.58320041496051,-7.598757350652681
Derb Ghalef,Appartement,13975.15527950311,Recent,161,33.57080237191723,-7.625519420875685
Liberte,Appartement,10800.0,Recent,250,33.58294196674102,-7.611284942897478
Cil,Appartement,15000.0,Recent,94,33.57080853388927,-7.652033382241043
Bourgogne (Anfa),Appartement,12083.33333333333,Recent,120,33.59590755648543,-7.641309019939962
Belvedere (Roches Noires),Appartement,12000.0,Recent,105,33.58819459528608,-7.594461195244554
Oulfa,Appartement,7380.952380952381,Recent,126,33.54345072254588,-7.681576929416075
Racine,Appartement,17241.37931034483,Recent,116,33.5907822120564,-7.636529440414589
Hopitaux,Appartement,10606.06060606061,Recent,132,33.57337065612867,-7.624891629717215
Les Princesses,Appartement,14719.5034965035,Recent,143,33.57733953949538,-7.649052868946042
Plateau,Appartement,12403.1007751938,Recent,129,33.57414181162788,-7.641024336491897
Ain Sebaa,Appartement,10537.63440860215,Recent,93,33.61583949278426,-7.538915798273073
Hopitaux,Appartement,14642.85714285714,Recent,98,33.56737132098595,-7.626261656028917
Plateau,Appartement,15862.06896551724,Recent,145,33.5698844185975,-7.639705701437948
Hay Hassani,Appartement,8125.0,Recent,80,33.56645720039743,-7.678055688770169
Roches Noires,Appartement,10119.04761904762,Recent,84,33.6009027856479,-7.580433173803988
Mers Sultan,Appartement,13059.70149253731,Recent,134,33.5775417492839,-7.613490250243908
Hopitaux,Appartement,16400.0,Recent,125,33.57257919998471,-7.617223190485229
Hopitaux,Appartement,7924.528301886792,Recent,265,33.57244777392566,-7.617976194240216
Mandarouna,Appartement,13636.36363636364,Recent,88,33.52957994283467,-7.610600481813794
Sidi Moumen,Appartement,7926.829268292683,Recent,82,33.58895918655472,-7.486095121729126
Californie,Appartement,11904.7619047619,Recent,105,33.53475204267678,-7.629679107919044
Plateau,Appartement,17622.95081967213,Recent,122,33.57400659083327,-7.638262770509106
Belvedere (Roches Noires),Appartement,15887.85046728972,Recent,107,33.58990403955374,-7.592057043602415
Hopitaux,Appartement,10493.82716049383,Recent,162,33.58155221376571,-7.616624275430334
Hopitaux,Appartement,15546.875,Recent,128,33.58240676226654,-7.614952858369998
Hopitaux,Appartement,15819.67213114754,Recent,122,33.58055550557076,-7.615452401391376
Belvedere (Roches Noires),Appartement,10465.11627906977,Recent,86,33.58585831927942,-7.598456711303982
Maarif Extension,Appartement,15723.27044025157,Recent,159,33.58169017876993,-7.643700713651819
Ferme Bretonne,Appartement,20353.98230088496,Recent,113,33.56450013711048,-7.644845704617357
Gauthier,Appartement,14698.79518072289,Recent,249,33.59005419857034,-7.634304497319165
Les Princesses,Appartement,11228.0701754386,Recent,285,33.57617577559218,-7.649930572560457
La Gironde,Appartement,11235.95505617978,Recent,89,33.58571847057974,-7.60333990372369
Gauthier,Appartement,15950.92024539877,Recent,163,33.59202772227302,-7.629286340812421
Oulfa,Appartement,13826.08695652174,Recent,115,33.54753358340735,-7.678986287494798
Ferme Bretonne,Appartement,17529.41176470588,Recent,170,33.56148776556023,-7.645714863881472
Bourgogne (Sidi Belyout),Appartement,15961.53846153846,Recent,260,33.59213901468583,-7.636274193749911
Nassim,Appartement,10984.84848484848,Recent,132,33.52355162074217,-7.660037039508997
Hopitaux,Appartement,13888.88888888889,Recent,126,33.5710992454398,-7.613232866209128
Racine,Appartement,14828.89733840304,Recent,263,33.5892482513858,-7.64012773505394
Hopitaux,Appartement,15000.0,Recent,150,33.58291866001388,-7.617466806334914
Mers Sultan,Appartement,15315.31531531532,Recent,111,33.57440286221152,-7.614022538483748
