source,transaction,city,page,title,price_text,price_dh,surface_m2,price_m2,rooms,bedrooms,bathrooms,location,url,raw_text
mubawab,vente,Casablanca,86,Vente Appartement à Maârif Extension,1 700 000 DH,1700000,152,11184.21,5.0,3.0,2,Maârif Extension Maârif Extension,https://www.mubawab.ma/fr/a/8254326/vente-appartement-%C3%A0-ma%C3%A2rif-extension,"1 700 000 DH Vente Appartement à Maârif Extension Maârif Extension, Casablanca 152 m² 5 Pièces 3 Chambres 2 Salles de bains Garage Je mets en vente un appartement spacieux de 152 m² situé au 5ᵉ étage sur bd Yacoub Mansour. Ce logement est idéal pour une grande famille recherchant confort et espace. L'appartement offre un agencement très fonctionnel comprenant un salon, un séjour séparé, une cuisine fonctionnelle, et une salle de bain. Côté nuit, il dispose de trois chambres, dont une suite parentale. Un avantage majeur est l'inclusion de deux places de parking, dont une pl... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Vente Appartement à Triangle d'or,3 850 000 DH,3850000,175,22000.0,4.0,3.0,4,Triangle d'or Triangle d'Or,https://www.mubawab.ma/fr/a/8254881/vente-appartement-%C3%A0-triangle-d-or,"3 850 000 DH Vente Appartement à Triangle d'or Triangle d'Or, Casablanca 175 m² 4 Pièces 3 Chambres 4 Salles de bains Garage Cheminée Je mets en vente un vaste appartement de 175 m² sans vis à vis avec vue dégagée en plein cœur du Triangle d’Or à Racine, Casablanca. L’appartement offre un agencement très fonctionnel comprenant un double salon avec cheminée, une cuisine fonctionnelle, et deux salles de bain. Côté nuit, il dispose de trois grandes chambres, plus une chambre de personnel. Il dispose également d’un box et d'une place de parking en sous-sol. L’immeuble sécu... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Vente Appartement à quartier des hôpitaux,1 998 000 DH,1998000,148,13500.0,,3.0,2,quartier des hôpitaux Les Hôpitaux,https://www.mubawab.ma/fr/a/8283481/vente-appartement-%C3%A0-quartier-des-h%C3%B4pitaux,"1 998 000 DH Vente Appartement à quartier des hôpitaux Les Hôpitaux, Casablanca 148 m² 3 Chambres 2 Salles de bains Garage Je mets en vente un bel appartement bien aménagé dans un immeuble calme et de bon standing situé quartiers des hôpitaux, a proximité de toutes les commodités. Il se compose de trois chambres dont une suite parentale, deux salles de bain, un WC invités, une cuisine avec buanderie spacieuse, un vaste double salon salle à manger. Il dispose également d'une place de parking titrée. Contactez moi pour en savoir plus et visiter cet appartement. O... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Vente Appartement à aïn diab,5 500 000 DH,5500000,189,29100.53,,3.0,3,aïn diab Ain Diab,https://www.mubawab.ma/fr/a/8299081/vente-appartement-%C3%A0-a%C3%AFn-diab,"5 500 000 DH Vente Appartement à aïn diab Ain Diab, Casablanca 189 m² 3 Chambres 3 Salles de bains Terrasse Garage Cheminée Olivier Chavoin vous propose à la vente un bel appartement de 174m² habitables situé en front de mer dans une résidence de haut standing au cœur du quartier Ain Diab. Exposé Ouest il se compose d'une suite parentale avec dressing et salle de bain indépendante, de deux chambres avec de beaux rangements et une salle de bain commune, d'un grand séjour avec cheminée, d'une cuisine spacieuse avec arrière cuisine, d'un cabinet de toilette invités. Il... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Immeuble R5 au maarif 14appartements 6magasins,20 000 000 DH,20000000,300,66666.67,1.0,,1,,https://www.mubawab.ma/fr/a/8303554/immeuble-r5-au-maarif-14appartements-6magasins,"20 000 000 DH Immeuble R5 au maarif 14appartements 6magasins Maârif, Casablanca 300 m² 1 Pièce 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Concierge Climatisation Chauffage central Sécurité Immeuble moderne R5 situé au cœur du Maarif, dans un emplacement stratégique à fort potentiel commercial. Le projet comprend 14 appartements aux étages supérieurs avec balcons, offrant luminosité et confort. Le rez-de-chaussée dispose de 6 magasins commerciaux avec façade visible sur rue passante, idéal pour activités à forte rentabilité. Architecture moderne, façade blanche élégante et conception adaptée à un projet résidentiel et comme... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Duplex à vendre – 2 Mars,4 000 000 DH,4000000,377,10610.08,3.0,3.0,3,,https://www.mubawab.ma/fr/a/8268228/duplex-%C3%A0-vendre-%E2%80%93-2-mars,"4 000 000 DH Duplex à vendre – 2 Mars Mers Sultan, Casablanca 377 m² 3 Pièces 3 Chambres 3 Salles de bains Jardin Terrasse Garage Ascenseur Concierge Salon Marocain Salon européen Sécurité Magnifique duplex situé au 4ᵉ et 5ᵉ étage, offrant une superficie totale de 377 m². Idéal pour une famille recherchant de grands volumes et des espaces extérieurs. Composition : 3 chambres 3 salons 2 salles de bain Toilette invités Terrasse balcon jardin 2 places de garage (non titrées) Informations supplémentaires : Frais de syndic : 350 DH / mois Prix de vente : 4 000 000 DH Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Studio lumineux avec cour privative – 1er étage,1 250 000 DH,1250000,79,15822.78,1.0,,1,,https://www.mubawab.ma/fr/a/8268932/studio-lumineux-avec-cour-privative-%E2%80%93-1er-%C3%A9tage,"1 250 000 DH Studio lumineux avec cour privative – 1er étage Les princesses, Casablanca 79 m² 1 Pièce 1 Ch. 1 Salle de bain Jardin Garage Ascenseur Salon européen Chauffage central Sécurité Cuisine équipée À vendre, un joli studio situé au 1er étage, offrant une superficie totale de 73 m², dont 12 m² de cour privative, idéale pour profiter de l’extérieur. Le bien se compose de : Une chambre confortable Un salon lumineux Une cour privée de 12 m² Un plan bien agencé, parfait pour un couple ou une personne seule Prix : 1 250 000 DH Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Spacieux Appartement à la Vente – Quartier Palmier,3 600 000 DH,3600000,240,15000.0,3.0,3.0,3,,https://www.mubawab.ma/fr/a/8270219/spacieux-appartement-%C3%A0-la-vente-%E2%80%93-quartier-palmier,"3 600 000 DH Spacieux Appartement à la Vente – Quartier Palmier Palmier, Casablanca 240 m² 3 Pièces 3 Chambres 3 Salles de bains Ascenseur Concierge Façade extérieure Salon Marocain Salon européen Cheminée Climatisation Bel appartement de 240 m² situé dans le quartier prestigieux de Palmier. Il offre un triple salon lumineux avec coin cheminée, idéal pour recevoir, ainsi que trois grandes chambres dont une suite parentale. L’appartement dispose également d’une deuxième salle de bain et d’une salle d’eau pour invités. Prix : 3 600 000 DH Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Villa à vendre – Californie,14 500 000 DH,14500000,1100,13181.82,2.0,4.0,3,,https://www.mubawab.ma/fr/a/8278372/villa-%C3%A0-vendre-%E2%80%93-californie,"14 500 000 DH Villa à vendre – Californie Californie, Casablanca 1100 m² 2 Pièces 4 Chambres 3 Salles de bains Jardin Piscine Salon Marocain Salon européen Cheminée Climatisation Superbe villa implantée sur un terrain de 1 100 m², offrant un grand jardin paysager et une piscine. Construite sur trois niveaux, elle se compose de 4 chambres, d’un vaste double salon avec coin cheminée, ainsi que d’un séjour pouvant faire office de chambre d’invités. La villa bénéficie de beaux volumes, d’une excellente luminosité et d’un cadre résidentiel très recherché. Prix : 14,5 MDHS Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,À vendre–Spacieux appartement avec grande terrasse,3 400 000 DH,3400000,134,25373.13,1.0,3.0,2,,https://www.mubawab.ma/fr/a/8279452/%C3%A0-vendre%E2%80%93spacieux-appartement-avec-grande-terrasse,"3 400 000 DH À vendre–Spacieux appartement avec grande terrasse Maârif, Casablanca 134 m² 1 Pièce 3 Chambres 2 Salles de bains Terrasse Garage Ascenseur Concierge Meublé Façade extérieure Salon européen Chauffage central Sécurité Four Machine à laver Micro-ondes Bel appartement de 134 m², dont 30 m² de terrasse, offrant de beaux volumes et une excellente luminosité. Il se compose de : 3 chambres, dont une suite parentale avec balcon et dressing 2 salles de bain Une cuisine fonctionnelle Une grande terrasse, accessible depuis la cuisine et deux chambres Garage titré inclus Prix de vente : 3,4 M Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Appartement à vendre –Gauthier,3 000 000 DH,3000000,150,20000.0,2.0,2.0,2,,https://www.mubawab.ma/fr/a/8268205/appartement-%C3%A0-vendre-%E2%80%93gauthier,"3 000 000 DH Appartement à vendre –Gauthier Gauthier, Casablanca 150 m² 2 Pièces 2 Chambres 2 Salles de bains Terrasse Ascenseur Façade extérieure Salon Marocain Salon européen Superbe appartement d’une superficie de 150 m², situé au 2ᵉ étage d’un immeuble bien entretenu, avec ascenseur. Il se compose de : 2 salons spacieux 2 chambres lumineuses 2 salles de bain 1 cuisine fonctionnelle Terrasse Balcon Prix de vente : 3 000 000 DH Frais de syndic : 400 DH / mois Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Appartement spacieux à vendre – 200 m² – 2ᵉ étage,3 500 000 DH,3500000,200,17500.0,2.0,3.0,2,,https://www.mubawab.ma/fr/a/8301479/appartement-spacieux-%C3%A0-vendre-%E2%80%93-200-m%C2%B2-%E2%80%93-2%E1%B5%89-%C3%A9tage,"3 500 000 DH Appartement spacieux à vendre – 200 m² – 2ᵉ étage Anfa, Casablanca 200 m² 2 Pièces 3 Chambres 2 Salles de bains Terrasse Garage Ascenseur Concierge Façade extérieure Salon Marocain Salon européen Cheminée Climatisation Sécurité À vendre, magnifique appartement de 200 m² situé au 2ème étage, lumineux et offrant de beaux volumes. Il se compose : Suite parentale avec dressing et salle de bain 2 chambres avec salles de bain Salle d’eau pour invités Grand salon lumineux avec cheminée Salle à manger conviviale Cuisine fonctionnelle Petite terrasse Une place de garage est incluse. Appartement idéal pour une famille recherchant confort et espace. Pr... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Studio vente a Quartier des hôpitaux,1 240 000 DH,1240000,50,24800.0,1.0,,1,,https://www.mubawab.ma/fr/a/8303490/studio-vente-a-quartier-des-h%C3%B4pitaux,"1 240 000 DH Studio vente a Quartier des hôpitaux Les Hôpitaux, Casablanca 50 m² 1 Pièce 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Meublé Salon européen Climatisation Sécurité Double vitrage Cuisine équipée Réfrigérateur Four Micro-ondes Studio à vendre – Quartier des Hôpitaux Studio un chambres, situé au 1 étage , d’une superficie de 50 m avec garage Bien lumineux, avec terrasse , cuisine moderne, finitions soignées et espaces bien agencés. Quartier des Hôpitaux Surface : 50m Étage : 1 étage Prix : 1 260 000 Dhs Idéal pour résidence principale ou investissement. Pour plus d’informations ou une visite, contact en message privé Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Studio NEUF meublé de 50 m² Haut Standing,7 500 DH,7500,50,150.0,2.0,,1,,https://www.mubawab.ma/fr/a/8303476/studio-neuf-meubl%C3%A9-de-50-m%C2%B2-haut-standing,"7 500 DH Studio NEUF meublé de 50 m² Haut Standing Californie, Casablanca 50 m² 2 Pièces 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Concierge Meublé Façade extérieure Climatisation Sécurité Cuisine équipée Réfrigérateur Four À louer, magnifique studio meublé de 50 m², situé au 2ᵉ étage d’une résidence haut standing, calme et sécurisée au cœur du quartier recherché Californie – Casablanca. Pensé pour offrir confort et modernité, ce studio lumineux et prêt à vivre se compose de : • Une chambre à coucher élégante et confortable • Un salon moderne avec TV • Une cuisine américaine entièrement équipée avec électroménager • Climatisation centrale • Wifi fibre o... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,"Villa à Vendre de 279.0 m² à Casablanca, Lekrimat",5 600 000 DH,5600000,0,,6.0,4.0,4,,https://www.mubawab.ma/fr/a/8303296/villa-%C3%A0-vendre-de-279-0-m%C2%B2-%C3%A0-casablanca-lekrimat,"5 600 000 DH Villa à Vendre de 279.0 m² à Casablanca, Lekrimat Lekrimat, Casablanca 279 m² 6 Pièces 4 Chambres 4 Salles de bains Garage À vendre : Villa spacieuse située dans le quartier prisé de Lekrimat, Casablanca. Offrant une surface habitable de 280 m², cette propriété comprend 7 chambres et 4 salles de bain, réparties sur 2 niveaux. Idéale pour une grande famille, elle est proposée au prix de 5 600 000 Dhs. Ne manquez pas cette opportunité rare sur le marché Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,"Appartement à Vendre de 108.0 m² à Casablanca, Hopitaux",1 950 000 DH,1950000,0,,4.0,2.0,2,,https://www.mubawab.ma/fr/a/8303293/appartement-%C3%A0-vendre-de-108-0-m%C2%B2-%C3%A0-casablanca-hopitaux,"1 950 000 DH Appartement à Vendre de 108.0 m² à Casablanca, Hopitaux Les Hôpitaux, Casablanca 108 m² 4 Pièces 2 Chambres 2 Salles de bains Garage Ascenseur Nouvelle annonce de Vente d'un appartement à Casablanca, dans le quartier Les Hopitaux. Cette propriété spacieuse offre une surface de 108.0m² au 4 étage Ce bien lumineux est idéal. Prix attractif de 1950000 Dhs Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,"Appartement à Vendre de 177.0 m² à Casablanca, Gauthier",3 600 000 DH,3600000,0,,6.0,3.0,3,,https://www.mubawab.ma/fr/a/8303291/appartement-%C3%A0-vendre-de-177-0-m%C2%B2-%C3%A0-casablanca-gauthier,"3 600 000 DH Appartement à Vendre de 177.0 m² à Casablanca, Gauthier Gauthier, Casablanca 177 m² 6 Pièces 3 Chambres 3 Salles de bains Garage Ascenseur Climatisation Chauffage central Nouvelle annonce de Vente d'un appartement à Casablanca, dans le quartier Gauthier. Cette propriété spacieuse offre une surface de 177.0m² au 7 étage Ce bien lumineux est idéal. Prix attractif de 3600000 Dhs. Contactez-nous dès maintenant pour visiter ce bien! Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Superbe appartement 2 chambre à Noor city 2,680 000 DH,680000,72,9444.44,4.0,2.0,1,,https://www.mubawab.ma/fr/a/8273702/superbe-appartement-2-chambre-%C3%A0-noor-city-2,"680 000 DH Superbe appartement 2 chambre à Noor city 2 Sidi Moumen, Casablanca 72 m² 4 Pièces 2 Chambres 1 Salle de bain Jardin Terrasse Garage Concierge Chambre rangement Meublé Façade extérieure Salon Marocain Antenne parabolique Sécurité Porte blindée Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes À vendre très bel appartement deux chambres avec finition de haute qualité situé à Noor City 2: résidence fermée, calme et sécurisée. L’appartement est lumineux, avec une vue agréable sur un espace vert, et bénéficie d’un balcon dans la grande chambre à coucher. La résidence est équipée de caméras de surveillance et dispose d’un garage en sous-sol avec télécommande. للبيع شقة جميلة جدًا مكونة من غرفتي نوم، باصلاحات عالية الجودة، تقع في نور سيتي... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Vente villa de luxe à Anfa Supérieur. Surface totale 1020 m²...,2 249 999 872 DH,2249999872,1020,2205882.23,4.0,4.0,4,,https://www.mubawab.ma/fr/a/8302675/vente-villa-de-luxe-%C3%A0-anfa-sup%C3%A9rieur-surface-totale-1020-m%C2%B2-chemin%C3%A9e-piscine,"2 249 999 872 DH Vente villa de luxe à Anfa Supérieur. Surface totale 1020 m²... Anfa Supérieur, Casablanca 1020 m² 4 Pièces 4 Chambres 4 Salles de bains Jardin Terrasse Garage Piscine Chambre rangement Entre-seul Salon européen Cheminée Climatisation Chauffage central Sécurité Double vitrage Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes Magnifique villa à vendre en plein cœur de Ain Diab Cette villa a une superficie de 1020 m2 et dispose de 3 niveaux : sous-sol, Rez de chaussée et 1er étage Au sous-sol, on y trouve un grand espace pouvant servir de rangement ou autres Au Rez de chaussée: - Double salon - Grande cuisine - Séjour - Salle d’eau À l’étage : - 3 chambres à coucher dont une suite parentale - 2 salles de bain dont une dans... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Belle villa en vente californie,14 500 000 DH,14500000,1150,12608.7,4.0,4.0,1,,https://www.mubawab.ma/fr/a/8302951/belle-villa-en-vente-californie,"14 500 000 DH Belle villa en vente californie Californie, Casablanca 1150 m² 4 Pièces 4 Chambres 1 Salle de bain Jardin Salon Marocain CALIFORNIE !!! Dans une fermée et sécurisée, vend un belle villa de 1150m12 terrain 700m2 habitable, sur 2 niveaux, se compose de : RDC: double salon, salon marocain, séjour, SDB, 1chambre avec salle de bain, piscien, grande cuisine et jardin à l’étage : 4chambres dont un duplex parentale 4salles de bain, grands balcons Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Appartement à vendre,630 000 DH,630000,63,10000.0,5.0,2.0,1,vendre Oulfa,https://www.mubawab.ma/fr/a/8302909/appartement-%C3%A0-vendre,"630 000 DH Appartement à vendre Oulfa, Casablanca 63 m² 5 Pièces 2 Chambres 1 Salle de bain Bel appartement composé de 2 chambres, un salon, une salle de bain et une cuisine (nécessitant quelques travaux de rénovation). Situé dans un quartier calme, à proximité de Haj Fateh et du Service des Mines, le bien bénéficie d'un excellent emplacement avec tous les moyens de transport à portée de main : le BusWay et le Tramway sont accessibles en 5 à 10 minutes à pied. Vous trouverez également à proximité tous les souks et la kissaria pour vos... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,86,Sublime duplex à vendre à CFC Étage élevé,2 000 000 DH,2000000,76,26315.79,2.0,,1,vendre à CFC Étage élevé Casablanca Finance City,https://www.mubawab.ma/fr/a/8302907/sublime-duplex-%C3%A0-vendre-%C3%A0-cfc-%C3%A9tage-%C3%A9lev%C3%A9,"2 000 000 DH Sublime duplex à vendre à CFC Étage élevé Casablanca Finance City, Casablanca 76 m² 2 Pièces 1 Ch. 1 Salle de bain Garage Ascenseur Concierge Salon européen Chauffage central Sécurité Machine à laver Micro-ondes Magnifique duplex à la vente Quartier CFC Superficie : Studio 76m2 Habitable 2 places de garage Étage élevé Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Superbe appartement de 3ch à vendre à CFC,3 300 000 DH,3300000,158,20886.08,4,3.0,2,vendre à CFC Casablanca Finance City,https://www.mubawab.ma/fr/a/8302898/superbe-appartement-de-3ch-%C3%A0-vendre-%C3%A0-cfc,"3 300 000 DH Superbe appartement de 3ch à vendre à CFC Casablanca Finance City, Casablanca 158 m² 4 Pièces 3 Chambres 2 Salles de bains Terrasse Garage Ascenseur Piscine Meublé Salon européen Cheminée Réfrigérateur Micro-ondes Super appartement meublé neuf jamais habité à la vente CFC Étage élevé Superficie :182m au total Avec 150m habitable 8m balcon 24m place parking « 2 places » 3 chambres salon avec belle terrasse sans vis à vis Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Super studio à vendre meublé à 2 mars,1 250 000 DH,1250000,50,25000.0,2,,1,,https://www.mubawab.ma/fr/a/8294104/super-studio-%C3%A0-vendre-meubl%C3%A9-%C3%A0-2-mars,"1 250 000 DH Super studio à vendre meublé à 2 mars Hermitage, Casablanca 50 m² 2 Pièces 1 Ch. 1 Salle de bain Garage Ascenseur Concierge Meublé Salon européen Antenne parabolique Climatisation Chauffage central Sécurité Cuisine équipée Four Le cabinet Filali Broker met en vente un super studio meublé très bien situé à 2 mars, dans une ruelle étroite. Ce studio est d’une surface de 50 m² idéal pour un investissement. Prix de vente : 1.250.000 Dhs légèrement négociable. Honoraires : 2,5% HTVA Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Somptueux DUPLEX avec TERRASSES à vendre RACINE,6 500 000 DH,6500000,538,12081.78,9,5.0,3,vendre RACINE Racine,https://www.mubawab.ma/fr/a/8302754/somptueux-duplex-avec-terrasses-%C3%A0-vendre-racine,"6 500 000 DH Somptueux DUPLEX avec TERRASSES à vendre RACINE Racine, Casablanca 538 m² 9 Pièces 5 Chambres 3 Salles de bains Terrasse Garage Salon Marocain Ref AV972 - Très Beau Duplex à vendre, 5 chambres Situé au 6ème et Dernier étage d’une Résidence Haut Standing Superficie de 538 m² répartie de la sorte : - 6ème étage : 247 m2 - 7ème étage : 190 m2 - Terrasses : 56 m2 - 2 places au Garage plus box : 45 m2 6ème étage : - Hall - Salon Marocain - Salle à manger - 2 Salons - Séjour avec Terrasse communicante - Vestiaire Invités - Cuisine avec buanderie 7ème étage : - Grand Hall avec u... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,"Appartement à Vendre de 111.0 m² à Casablanca, Californie",1 750 000 DH,1750000,0,,4,2.0,2,,https://www.mubawab.ma/fr/a/8302657/appartement-%C3%A0-vendre-de-111-0-m%C2%B2-%C3%A0-casablanca-californie,"1 750 000 DH Appartement à Vendre de 111.0 m² à Casablanca, Californie Californie, Casablanca 111 m² 4 Pièces 2 Chambres 2 Salles de bains Garage Ascenseur Climatisation Chauffage central Nouvelle annonce de Vente d'un appartement à Casablanca, dans le quartier Florida - Mandarona. Cette propriété spacieuse offre une surface de 111.0m² au 1 étage Ce bien lumineux est idéal. Prix attractif de 1750000 Dhs Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,"Appartement à Vendre de 130.0 m² à Casablanca, Sidi El Khadi...",1 150 000 DH,1150000,0,,5,2.0,2,,https://www.mubawab.ma/fr/a/8302656/appartement-%C3%A0-vendre-de-130-0-m%C2%B2-%C3%A0-casablanca-sidi-el-khadir,"1 150 000 DH Appartement à Vendre de 130.0 m² à Casablanca, Sidi El Khadi... Sidi El Khadir, Casablanca 130 m² 5 Pièces 2 Chambres 2 Salles de bains Garage Nouvelle annonce de Vente d'un appartement à Casablanca, dans le quartier Sidi El Khadir. Cette propriété spacieuse offre une surface de 130.0m² Ce bien lumineux est idéal. Prix attractif de 1150000 Dhs Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,"Appartement à Vendre de 141.0 m² à Casablanca, Palmier Maari...",2 300 000 DH,2300000,0,,5,3.0,3,,https://www.mubawab.ma/fr/a/8302646/appartement-%C3%A0-vendre-de-141-0-m%C2%B2-%C3%A0-casablanca-palmier-maarif,"2 300 000 DH Appartement à Vendre de 141.0 m² à Casablanca, Palmier Maari... Palmier, Casablanca 141 m² 5 Pièces 3 Chambres 3 Salles de bains Garage Ascenseur Nouvelle annonce de Vente d'un appartement à Casablanca, dans le quartier Palmier. Cette propriété spacieuse offre une surface de 141.0m² au 4 étage Ce bien lumineux est idéal. Prix attractif de 2300000 Dhs Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Appartement à vendre 74 m² à Casablanca,660 000 DH,660000,74,8918.92,1,,1,Casablanca Al Qods,https://www.mubawab.ma/fr/a/8302530/appartement-%C3%A0-vendre-74-m%C2%B2-%C3%A0-casablanca,"660 000 DH Appartement à vendre 74 m² à Casablanca Al Qods, Casablanca 66 m² 1 Pièce 1 Ch. 1 Salle de bain Terrasse Garage Concierge Cuisine équipée Appartement à Vendre – Résidence à Sidi Bernoussi – 66 m² À vendre, un bel appartement lumineux de 66 m² situé dans une résidence calme et sécurisée à Sidi Bernoussi. Avec une place de parking sécurisée de 12 m² . Ce bien se compose de : Un grand salon spacieux et confortable Une cuisine équipée (placards, plan de travail, évier, hotte, etc.) Une chambre à coucher avec accès à un balcon Une salle de bain fonctionnelle L'appar... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Appartement à vendre à Casablanca,60 000 000 DH,60000000,86,697674.42,1,3.0,1,vendre à Casablanca Quartier Cheminots,https://www.mubawab.ma/fr/a/8302518/appartement-%C3%A0-vendre-%C3%A0-casablanca,"60 000 000 DH Appartement à vendre à Casablanca Quartier Cheminots, Casablanca 86 m² 1 Pièce 3 Chambres 1 Salle de bain Piscine Appartement à vendre à Casablanca – Hay Mohammadi Adresse : Boulevard Moulay Ismail, Hay Mohammadi, Casablanca Superficie : 86 m² Situé au rez-de-chaussée dans un quartier calme Composé de : 1 salon 3 chambres 1 salle de bain 1 cuisine À proximité : club avec tennis et piscine, terrain de basketball à côté, et à seulement 8 minutes de la gare Casa Voyageurs Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Appartement 112m² à Californie,1 680 000 DH,1680000,112,15000.0,2,3.0,2,Californie Californie,https://www.mubawab.ma/fr/a/8288646/appartement-112m%C2%B2-%C3%A0-californie,"1 680 000 DH Appartement 112m² à Californie Californie, Casablanca 112 m² 2 Pièces 3 Chambres 2 Salles de bains Jardin Garage Ascenseur Climatisation Sécurité Double vitrage Four Nous mettons en vente un joli appartement 112m² totalement refait à neuf situé au quartier Californie dans une résidence sécurisée 24h et avec des espaces verts. Composé d'un grand salon, 3 chambres à coucher avec placards, 2 salles de bain, une cuisine. Il y a l'ascenseur et le garage titré. Pour plus d'informations Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Apparemment à vendre 68m à Casablanca,1 060 000 DH,1060000,68,15588.24,3,2.0,1,Casablanca Maârif,https://www.mubawab.ma/fr/a/8297555/apparemment-%C3%A0-vendre-68m-%C3%A0-casablanca,"1 060 000 DH Apparemment à vendre 68m à Casablanca Maârif, Casablanca 68 m² 3 Pièces 2 Chambres 1 Salle de bain Terrasse Garage Ascenseur Concierge Cuisine équipée Apparemment à vendre excellent emplacement à maarif Bel appartement situé dans un quartier recherché, proche de toutes les commodités. • Superficie : 68 m² • Étage : 4e étage • Façades : 3 • Prix : 1.060.000 DH Composition : • 2 chambres • Salon • Cuisine • Salle de bain • Terrasse Avantages : • Ascenseur • Place de parking Appartement idéal pour une résidence principale ou un investissement Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Appartements a vendre,780 000 DH,780000,84,9285.71,1,2.0,2,,https://www.mubawab.ma/fr/a/8295973/appartements-a-vendre,"780 000 DH Appartements a vendre Al Qods, Casablanca 84 m² 1 Pièce 2 Chambres 2 Salles de bains Terrasse Ascenseur Concierge Antenne parabolique Sécurité Double vitrage Porte blindée Bel appartement lumineux de 84 m², situé au 4e étage avec ascenseur dans le quartier Qods – Bernoussi. Deux façades assurant une excellente luminosité. Composition : 2 chambres confortables salon spacieux Cuisine fonctionnelle 1 salle de bain Résidence calme et bien entretenue, proche transports, commerces et écoles. Idéal pour habitation ou investissement Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Appartement à vendre Casablanca,2 300 000 DH,2300000,152,15131.58,4,3.0,3,vendre Casablanca Anfa,https://www.mubawab.ma/fr/a/8302342/appartement-%C3%A0-vendre-casablanca,"2 300 000 DH Appartement à vendre Casablanca Anfa, Casablanca 152 m² 4 Pièces 3 Chambres 3 Salles de bains Hajar, les tailleurs de l’immobilier vous propose ce superbe appartement à vendre – Beauséjour / Ghandi Découvrez ce spacieux appartement idéalement situé en plein centre-ville, dans l’un des quartiers les plus recherchés de Casablanca : Beauséjour – Ghandi. Malgré son emplacement premium, l’appartement bénéficie d’un calme absolu, offrant un cadre de vie paisible et agréable. Atouts majeurs du bien 3 chambres, dont une suite parentale confort... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,87,Appartement bien agencé sur mers sultan,1 173 000 DH,1173000,102,11500.0,4,3.0,2,,https://www.mubawab.ma/fr/a/8302304/appartement-bien-agenc%C3%A9-sur-mers-sultan,"1 173 000 DH Appartement bien agencé sur mers sultan Mers Sultan, Casablanca 102 m² 4 Pièces 3 Chambres 2 Salles de bains Terrasse Garage Ascenseur Découvrez cet appartement fonctionnel et bien agencé de 102 m², situé au 3ᵉ étage d’un immeuble avec ascenseur. Il se compose d’un salon, d’un petit séjour, de 3 chambres à coucher, dont une suite avec salle de bain privative et petit balcon. L’appartement bénéficie également d’une place de parking au sous-sol. Un bien idéal pour une famille à la recherche de confort, de praticité et d’un cadre de vie agréable Contacter Appelez WhatsApp"
